2014-01-01 00:00:00;44,47
2014-01-01 00:15:00;37,88
2014-01-01 00:30:00;42,14
2014-01-01 00:45:00;38,88
2014-01-01 01:00:00;41,34
2014-01-01 01:15:00;39,11
2014-01-01 01:30:00;39,57
2014-01-01 01:45:00;32,06
2014-01-01 02:00:00;32,13
2014-01-01 02:15:00;30,94
2014-01-01 02:30:00;30,22
2014-01-01 02:45:00;27,57
2014-01-01 03:00:00;25,28
2014-01-01 03:15:00;24,56
2014-01-01 03:30:00;21,26
2014-01-01 03:45:00;21,91
2014-01-01 04:00:00;22,98
2014-01-01 04:15:00;19,46
2014-01-01 04:30:00;19,84
2014-01-01 04:45:00;18,85
2014-01-01 05:00:00;17,17
2014-01-01 05:15:00;18,97
2014-01-01 05:30:00;18,69
2014-01-01 05:45:00;20,74
2014-01-01 06:00:00;38,41
2014-01-01 06:15:00;22
2014-01-01 06:30:00;20,59
2014-01-01 06:45:00;22,15
2014-01-01 07:00:00;46,85
2014-01-01 07:15:00;30,68
2014-01-01 07:30:00;38,68
2014-01-01 07:45:00;43,18
2014-01-01 08:00:00;61,95
2014-01-01 08:15:00;60,32
2014-01-01 08:30:00;67,86
2014-01-01 08:45:00;66,82
2014-01-01 09:00:00;100,27
2014-01-01 09:15:00;87,93
2014-01-01 09:30:00;96,41
2014-01-01 09:45:00;93,8
2014-01-01 10:00:00;100,97
2014-01-01 10:15:00;109,26
2014-01-01 10:30:00;87,46
2014-01-01 10:45:00;101,54
2014-01-01 11:00:00;106,97
2014-01-01 11:15:00;110,39
2014-01-01 11:30:00;103,38
2014-01-01 11:45:00;102,47
2014-01-01 12:00:00;95,66
2014-01-01 12:15:00;85,16
2014-01-01 12:30:00;89,67
2014-01-01 12:45:00;79,59
2014-01-01 13:00:00;86,34
2014-01-01 13:15:00;82,52
2014-01-01 13:30:00;77,54
2014-01-01 13:45:00;76,5
2014-01-01 14:00:00;76,91
2014-01-01 14:15:00;67,51
2014-01-01 14:30:00;67,67
2014-01-01 14:45:00;79,23
2014-01-01 15:00:00;69,91
2014-01-01 15:15:00;67,56
2014-01-01 15:30:00;59,05
2014-01-01 15:45:00;62,82
2014-01-01 16:00:00;62,14
2014-01-01 16:15:00;61,54
2014-01-01 16:30:00;60,41
2014-01-01 16:45:00;64,24
2014-01-01 17:00:00;74,72
2014-01-01 17:15:00;66,86
2014-01-01 17:30:00;71,3
2014-01-01 17:45:00;73,82
2014-01-01 18:00:00;66,18
2014-01-01 18:15:00;74,78
2014-01-01 18:30:00;77,04
2014-01-01 18:45:00;75,78
2014-01-01 19:00:00;75,12
2014-01-01 19:15:00;86,52
2014-01-01 19:30:00;67,62
2014-01-01 19:45:00;77,43
2014-01-01 20:00:00;62,24
2014-01-01 20:15:00;87,84
2014-01-01 20:30:00;60,82
2014-01-01 20:45:00;51,23
2014-01-01 21:00:00;53,61
2014-01-01 21:15:00;70,52
2014-01-01 21:30:00;48,76
2014-01-01 21:45:00;45,67
2014-01-01 22:00:00;50,88
2014-01-01 22:15:00;43,05
2014-01-01 22:30:00;36,02
2014-01-01 22:45:00;35,11
2014-01-01 23:00:00;32,28
2014-01-01 23:15:00;37,09
2014-01-01 23:30:00;30,86
2014-01-01 23:45:00;27,6
2014-01-02 00:00:00;23,91
2014-01-02 00:15:00;22,5
2014-01-02 00:30:00;18,86
2014-01-02 00:45:00;21,96
2014-01-02 01:00:00;23,5
2014-01-02 01:15:00;20,87
2014-01-02 01:30:00;18,75
2014-01-02 01:45:00;17,74
2014-01-02 02:00:00;16,47
2014-01-02 02:15:00;14,44
2014-01-02 02:30:00;18,9
2014-01-02 02:45:00;18,79
2014-01-02 03:00:00;17,22
2014-01-02 03:15:00;15,33
2014-01-02 03:30:00;15,21
2014-01-02 03:45:00;14,35
2014-01-02 04:00:00;16,75
2014-01-02 04:15:00;17,56
2014-01-02 04:30:00;17,38
2014-01-02 04:45:00;19,61
2014-01-02 05:00:00;21,58
2014-01-02 05:15:00;28,19
2014-01-02 05:30:00;28,96
2014-01-02 05:45:00;41,23
2014-01-02 06:00:00;39,01
2014-01-02 06:15:00;59,41
2014-01-02 06:30:00;82,52
2014-01-02 06:45:00;62,11
2014-01-02 07:00:00;67,2
2014-01-02 07:15:00;68,86
2014-01-02 07:30:00;89,12
2014-01-02 07:45:00;83,24
2014-01-02 08:00:00;75,36
2014-01-02 08:15:00;103,51
2014-01-02 08:30:00;118,15
2014-01-02 08:45:00;100,58
2014-01-02 09:00:00;105,8
2014-01-02 09:15:00;102,22
