2014-01-01 00:00:00;36,25
2014-01-01 00:15:00;40,75
2014-01-01 00:30:00;34,32
2014-01-01 00:45:00;33,5
2014-01-01 01:00:00;42,09
2014-01-01 01:15:00;34,42
2014-01-01 01:30:00;35,75
2014-01-01 01:45:00;34,28
2014-01-01 02:00:00;71,45
2014-01-01 02:15:00;33,36
2014-01-01 02:30:00;24,21
2014-01-01 02:45:00;26,39
2014-01-01 03:00:00;27,75
2014-01-01 03:15:00;25,37
2014-01-01 03:30:00;23,32
2014-01-01 03:45:00;22,8
2014-01-01 04:00:00;20,26
2014-01-01 04:15:00;17,07
2014-01-01 04:30:00;20,82
2014-01-01 04:45:00;21,71
2014-01-01 05:00:00;55,45
2014-01-01 05:15:00;18,67
2014-01-01 05:30:00;21,32
2014-01-01 05:45:00;20,1
2014-01-01 06:00:00;24,44
2014-01-01 06:15:00;29,05
2014-01-01 06:30:00;24,67
2014-01-01 06:45:00;24,82
2014-01-01 07:00:00;42,77
2014-01-01 07:15:00;40,96
2014-01-01 07:30:00;42
2014-01-01 07:45:00;40,14
2014-01-01 08:00:00;79,78
2014-01-01 08:15:00;58,14
2014-01-01 08:30:00;71,03
2014-01-01 08:45:00;71,15
2014-01-01 09:00:00;82,7
2014-01-01 09:15:00;84,23
2014-01-01 09:30:00;85,7
2014-01-01 09:45:00;92,12
2014-01-01 10:00:00;116,23
2014-01-01 10:15:00;97,6
2014-01-01 10:30:00;98,25
2014-01-01 10:45:00;108,67
2014-01-01 11:00:00;102,59
2014-01-01 11:15:00;102,2
2014-01-01 11:30:00;91,73
2014-01-01 11:45:00;98,15
2014-01-01 12:00:00;95,59
2014-01-01 12:15:00;94,64
2014-01-01 12:30:00;75,04
2014-01-01 12:45:00;95,95
2014-01-01 13:00:00;82,12
2014-01-01 13:15:00;95,2
2014-01-01 13:30:00;73,14
2014-01-01 13:45:00;84,45
2014-01-01 14:00:00;71,35
2014-01-01 14:15:00;72,7
2014-01-01 14:30:00;71,53
2014-01-01 14:45:00;68,78
2014-01-01 15:00:00;66,15
2014-01-01 15:15:00;67,54
2014-01-01 15:30:00;72,93
2014-01-01 15:45:00;60,09
2014-01-01 16:00:00;60,71
2014-01-01 16:15:00;68,81
2014-01-01 16:30:00;65,53
2014-01-01 16:45:00;71,48
2014-01-01 17:00:00;74,45
2014-01-01 17:15:00;68,67
2014-01-01 17:30:00;76,87
2014-01-01 17:45:00;77,21
2014-01-01 18:00:00;71,45
2014-01-01 18:15:00;67
2014-01-01 18:30:00;70,75
2014-01-01 18:45:00;75,65
2014-01-01 19:00:00;73,4
2014-01-01 19:15:00;73,28
2014-01-01 19:30:00;72,37
2014-01-01 19:45:00;105,65
2014-01-01 20:00:00;71,45
2014-01-01 20:15:00;65,48
2014-01-01 20:30:00;57,36
2014-01-01 20:45:00;59,88
2014-01-01 21:00:00;66,06
2014-01-01 21:15:00;57,56
2014-01-01 21:30:00;53,06
2014-01-01 21:45:00;50,74
2014-01-01 22:00:00;48,56
2014-01-01 22:15:00;46,04
2014-01-01 22:30:00;46,5
2014-01-01 22:45:00;77,48
2014-01-01 23:00:00;35,35
2014-01-01 23:15:00;48,36
2014-01-01 23:30:00;37,35
2014-01-01 23:45:00;32
2014-01-02 00:00:00;31,51
2014-01-02 00:15:00;29,87
2014-01-02 00:30:00;21,23
2014-01-02 00:45:00;29,78
2014-01-02 01:00:00;23,48
2014-01-02 01:15:00;23,28
2014-01-02 01:30:00;23,64
2014-01-02 01:45:00;55
2014-01-02 02:00:00;18,57
2014-01-02 02:15:00;19,58
2014-01-02 02:30:00;20,57
2014-01-02 02:45:00;21,07
2014-01-02 03:00:00;20,55
2014-01-02 03:15:00;18,96
2014-01-02 03:30:00;17,82
2014-01-02 03:45:00;18,82
2014-01-02 04:00:00;19,58
2014-01-02 04:15:00;18,76
2014-01-02 04:30:00;20,39
2014-01-02 04:45:00;21,62
2014-01-02 05:00:00;21,71
2014-01-02 05:15:00;30,25
2014-01-02 05:30:00;34,5
2014-01-02 05:45:00;42,53
2014-01-02 06:00:00;53,25
2014-01-02 06:15:00;70,17
2014-01-02 06:30:00;81,67
2014-01-02 06:45:00;83,4
2014-01-02 07:00:00;83,03
2014-01-02 07:15:00;101,4
2014-01-02 07:30:00;103,18
2014-01-02 07:45:00;94,2
2014-01-02 08:00:00;89,92
2014-01-02 08:15:00;96,93
2014-01-02 08:30:00;105,14
2014-01-02 08:45:00;100,4
2014-01-02 09:00:00;110,01
2014-01-02 09:15:00;116,59
2014-01-02 09:30:00;110,34
2014-01-02 09:45:00;108,45
2014-01-02 10:00:00;105,71
2014-01-02 10:15:00;112,03
2014-01-02 10:30:00;127,28
2014-01-02 10:45:00;124,7
2014-01-02 11:00:00;132,71
2014-01-02 11:15:00;122,01
2014-01-02 11:30:00;94,18
2014-01-02 11:45:00;117,43
2014-01-02 12:00:00;77,15
2014-01-02 12:15:00;76,59
2014-01-02 12:30:00;83,31
